REGN,OKATO,OKPO,OGRN,REGN_S,BIC,DT,NAME_B,ADR,PRIZ_P,C2_5
3245,40,41028826,1022400003944,3245,044030757,1/1/2016,"??? ???? ""????""","196084, ?. ?????-?????????, ??. ????????????, 8, ???. ?, ???. 1-?",1,31
3247,45,29323630,1027739045124,3247,044525800,1/1/2016,"??? ???? ""??????-????""","115114,  ?. ??????, 2-? ????????????? ????????, ?. 7",1,27
3250,45,29323043,1027739024642,3250,044525295,1/1/2016,"??? ""????-????"" (???)","127051, ?. ??????, ??. ??????? ????????, ?.20, ???.1",1,23
3251,45,40148344,1027739019142,3251,044525555,1/1/2016,"??? ""?????????????""","109052,  ?. ??????, ??.???????????, ?.10, ???.22",1,31
3252,29,40696454,1024000000210,3252,042908701,1/1/2016,"??? ""?????????????""","248030, ?. ??????, ??. ?????????, 4",1,31
3255,45,29325987,1027739056927,3255,044525272,1/1/2016,??? ???? ?????,"129110, ??????, ?????? ???., ?.9",1,31
3256,45,40133354,1037739634206,3256,044525304,1/1/2016,"??? ?? ""???????""","127055,  ?. ??????, ??. ??????????????, ?. 20",1,23
3257,45,40128187,1027739254036,3257,044525747,1/1/2016,"???? ""???????-????"" ???","125047,  ?. ??????, ??. 1-? ?????????  ?.22",1,23
3261,45,40133419,1027700514049,3261,044525455,1/1/2016,"??? ""????????????""","119991,  ?. ??????, ????????????? ????????, ?. 42, ???????? 1",1,31
3262,61,39063330,1026200007855,3262,046126790,1/1/2016,"??? ???? ""???????????""","390000, ?. ??????, ???????????? ????????, ?.14",1,31
3265,97,35959503,1022100000317,3265,049706723,1/1/2016,"??? ?? ""?????????""","428032, ????????? ??????????-???????, ?.?????????, ??.???????????, ??? 23",1,31
3266,45,40354914,1027739033013,3266,044525126,1/1/2016,"?? ?? ""?????????????""","119019,  ?. ??????, ??????????? ?-?, ??? 9, ???. 1",1,31
3269,53,36392180,1025600002230,3269,045354885,1/1/2016,"??? ""???? ????????""","460024, ???????????? ???????, ?. ????????, ??. ??????? ?.?.??????, 25",1,27
3270,45,42771875,1027739059710,3270,044525242,1/1/2016,"?? ""????-????"" (???)","105118, ?. ??????, ???????? ?????????, ?. 32 ""?""",1,31
3271,33,41442454,1024300000097,3271,043304757,1/1/2016,"??? ""?????? ????????????""","610006, ?.?????, ??????????? ????????, ?. 24",1,31
3273,45,42771527,1037739162779,3273,044525193,1/1/2016,"(??? ""????????? ????"")","123104,  ?. ??????, ??????????????? ????????, ?. 17, ???. 1",1,23
3275,45,42947989,1027739041406,3275,044525347,1/1/2016,"?? ""??????? ???? - ??????"" (??)","123317,  ?. ??????, ??????????? ??????????, ?. 8, ???. 1",1,23
3278,54,41684074,1025700000578,3278,045402719,1/1/2016,"???? ""?????"" (???)","302030, ?. ????, ??. ??????????, 29",1,23
3279,45,43433198,1027800000480,3279,044525635,1/1/2016,"???? ""?????"" (???)","105066, ?. ??????, ??. ?????????????, ??? 5, ???. 1",1,31
3283,45,42479376,1027400000858,3283,044583637,1/1/2016,"??? ""???-????""","119017, ?. ??????, ??. ????? ???????, ?. 20, ???. 1",1,23
3287,45,42881635,1027739186914,3287,044525880,1/1/2016,"???? ""????"" (??)","129594,  ?. ??????, ????????? ???, ??? 65, ????.1",1,31
3288,40,44277665,1037858008506,3288,044030741,1/1/2016,"??? ?? ""?????????? ???????""","190121, ?. ?????-?????????, ??.???????, ??? 121, ????? ?",1,31
3290,45,40449715,1027739139075,3290,044525351,1/1/2016,"??? ""???-??-??-?? ???? (??)""","115054, ?. ??????, ?????????? ???????, ??? 2, ???????? 2",1,23
3291,45,42949184,1027739125303,3291,044525300,1/1/2016,"""??? ????""","119454, ?. ??????, ??. ????????????, ?. 27",1,31
3292,45,42943661,1027739326449,3292,044525700,1/1/2016,"?? ""??????????????""","129090,  ?. ??????, ??.????????, ?.17, ???. 1",1,27
3293,45,44999855,1027739671288,3293,044525674,1/1/2016,"""?????????????????"" (???)","105064, ?. ??????, ????? ???????? ???., ?.14, ???.1",1,23
3294,45,42949474,1027739132563,3294-?,044583505,1/1/2016,??? ??? ???,"105066, ?. ??????, ??. ?????????????, ?. 12",1,23
3295,45,44998074,1037739768604,3295,044583506,1/1/2016,"??? ?? ""???""","125057, ?.??????, ?????????? ???., ?.3",1,31
3296,45,42948629,1037739447350,3296,044525203,1/1/2016,"??? ""??? ???"" (??)","127473,  ?. ??????, ????? ????????????, ??? 15 ?, ???????? 1",1,23
3298,90,44618965,1021500000730,3298,049033758,1/1/2016,"??? ""???"" (???)","362025, ?????????? ???????? ?????? - ?????? , ?.???????????, ??. ??????,24",1,23
3300,36,36727054,1025200001661,3300,043601742,1/1/2016,"?? ""???????-????""","443100, ?. ??????, ??. ???????????, ?. 14",1,23
3303,45,45069294,1027739278973,3303,044525234,1/1/2016,????-?????? ???? (??),"119180, ?. ??????, 2-? ??????? ???., ?. 3, ???. 1",1,23
3304,45,45079186,1027739445337,3304-?,044583497,1/1/2016,"??? ?? ""?????""","127015, ?. ??????, ??. ?????????, ?. 77",1,27
3306,40,45549516,1027800000931,3306-?,044030505,1/1/2016,??? ???,"191023, ?.?????-?????????, ??.???????, 12/23",1,27
3307,40,44400887,1022900002113,3307,044030888,1/1/2016,"?? ""?????? ????""","191119, ?. ?????-?????????, ??. ??????, 69-71, ????? ?",1,27
3309,40,45563692,1027800000678,3309-?,044030301,1/1/2016,"??? ""21 ???"" (???)","197110, ?????-?????????, ???????? ??????????, ??? 40, ?????? ?, ????????? 26-?",1,23
3311,45,46360991,1037739326063,3311,044525767,1/1/2016,"?? ""?????? ?????? ????""","129090, ?. ??????, ??????????? ????????, ??? 14",1,31
3312,45,47311664,1027739267896,3312,044525873,1/1/2016,"??? ""???????"" (???)","115419,  ?. ??????, ????????????, ?.11, ???.44",1,31
3314,45,17313051,1027739020726,3314-?,044583133,1/1/2016,"?? ??? ""???????????????""","123557,  ?. ??????, ????????????? ???., ?.3/10, ???.1",3,184
3318,70,24644469,1027100000311,3318-?,047003303,1/1/2016,"??? ??? ""???"" (??)","300026, ???????? ???????, ?.????, ??. ??????, 102, ???.4",1,23
3324,36,43957381,1026300001859,3324-?,043601592,1/1/2016,??? ?? ???? ??,"443011, ?. ??????, ??????????? ?????, ??.????????? ?????, ?.238 ""?""",1,23
3328,45,18427242,1027739369041,3328,044525101,1/1/2016,"??? ""????? ????""","115035, ?. ??????, ??. ?????????????, ?. 82, ???. 2",1,23
3329,34,48362103,1024000002806,3329,043469564,1/1/2016,"??? ???? ""????""","156000, ??????????? ???????, ?. ????????, ???????? ?????????????, ?. 46",1,23
3330,45,18511570,1027739453390,3330,044525102,1/1/2016,"?? ""????????? ??????""","123022,  ?. ??????, ??. 2-? ??????????????, ?. 13, ???. 42",1,23
3332,92,48701812,1021600000861,3332-?,049205201,1/1/2016,"?? ??? ""??????? ????????? ??????""","420111, ?.??????, ??. ?.??????, ?.5, ??.28,32",1,27
3333,45,18680159,1027739070259,3333,044525105,1/1/2016,"??? ""??????????? (???????)""","119017,  ?. ??????, ??????????? ??????????, ?. 14/2",1,23
3338,45,18866059,1027739051988,3338,044525110,1/1/2016,"?? ""?? ????????????""","125009,  ?. ??????, ??. ???????????, ?.4/7, ???.2",1,24
3339,03,51350428,1022300000580,3339,040349981,1/1/2016,"?? ""?? ?? ?? ????""","350015, ?. ?????????, ??????????? ?????, ??. ????????/??.??????????, ??? ?400/170",1,27
3340,45,18933034,1027739108649,3340,044525108,1/1/2016,"?? ""??? ????""","115035,  ?. ??????, ??. ?????????????, ?. 79",1,23
3341,47,48209382,1035100260579,3341-?,044705301,1/1/2016,"??? ??? ""?????????? ????????? ?????""","183071, ?. ????????, ??. ??????????, 21",1,31
3342,45,18992812,1027739479987,3342-?,044583103,1/1/2016,"??? ""???"" (??)","107078,  ?. ??????, ??. ???? ??????????, ?. 7, ???????? ?",1,23
3343,45,52597125,1037711004011,3343-?,044525554,1/1/2016,"??? ??? ""???""","119019, ?. ??????, ??. ????????, ?.18/2",1,23
3344,45,52597303,1027739051130,3344,044525231,1/1/2016,"?? ""???"" (??)","107045, ?. ??????, ??????????? ????????, ??? 4, ???. 1",1,31
3349,45,52750822,1027700342890,3349,044525111,1/1/2016,"?? ""??????????????""","119034, ?. ??????, ??????????? ???., ?.3",1,27
3350,45,52812115,1037739365487,3350,044583138,1/1/2016,"??? ?? ""????????? ???""","115093, ?. ??????, 1-? ?????????? ????????, ?.3",1,23
3351,45,54949060,1027739051757,3351,044599799,1/1/2016,"?? ""??? ????""","105082, ?. ??????, ??????????????? ???., ?. 13, ???. 4",1,23
3353,45,56492624,1037739751224,3353-?,044525170,1/1/2016,"??? ??? ""???-??????""","121099, ?. ??????, ???????????? ????????, ?. 3",1,23
3354,45,55000731,1027739586291,3354,044599409,1/1/2016,"?? ""????????? ??????"" (???)","115114, ?. ??????, ??. ?????????????, ?. 14",1,27
3357,45,55001127,1027700493589,3357,044583898,1/1/2016,"??? ?? ""????????????????""","115172, ?. ??????, ??. ?????????, ?. 38, ???. 2",1,23
3360,03,55951900,1022300000029,3360,040349516,1/1/2016,"??? ""??????????????""","350063, ????????????? ????, ????? ?????????, ?????  ????,  ??? 34",1,23
3365,45,56641478,1107711000066,3365,044599951,1/1/2016,"?? ""??????????????"" (??)","125284, ?. ??????, ??. ???????, ?. 3, ???. 1, ??. 22",1,31
3368,45,56657657,1097711000078,3368,044583503,1/1/2016,"?? ""??? ????""","115035, ?. ??????, ??. ?????????????, ?. 71, ???. 11",1,31
3371,45,56658214,1037700111679,3371-?,044583290,1/1/2016,"??? ??? ""??????""","125190, ?. ??????, ??. ????????, ?. 20, ????. 2",1,31
3373,45,56657746,1037739295736,3373,044599993,1/1/2016,"""?????? ????"" (???)","123154, ?.??????, ???????? ??????? ??????, ?. 51",1,27
3378,45,17023028,1027700406733,3378,044599810,1/1/2016,"""????????????? ????"" (???)","123317, ?. ??????, ??????????? ??????????, ??? 8, ???????? 1",1,31
3379,45,17024499,1027739553753,3379,044525435,1/1/2016,"?? ""???????"" (???)","105118, ?. ??????, ??. ???????, ?.13",1,27
3380,70,,1027100002687,3380,047003710,1/1/2016,"?? ""???????? ????????? ?????"" (??)","300034, ?.????,  ??. ??????????, 12-?",1,31
3388,45,58127892,1087711000013,3388,044583848,1/1/2016,"?? ""???? ?????????""","121151, ?. ??????, ?????????? ?????? ????????, ?. 23 ""?""",1,23
3390,45,58221378,1037739058180,3390,044525512,1/1/2016,"""???????? ???? ??""","127051, ?. ??????, ??????? ???????, ??? 2, ??????? ""?"", ???? 4",1,23
3393,45,52512494,1020700000310,3393,044525479,1/1/2016,"?? ""????-??????"" (???)","115172, ?. ??????, ??. ????? ?????????, ?. 10",1,23
3395,45,58222359,1027739877857,3395,044525502,1/1/2016,"""???? ""???-??????"" ???","125009, ?. ??????, ??. ????????, ?. 6, ???. 2",1,31
3396,45,,1027739669726,3396,044525184,1/1/2016,"?? ""?? ????""","105062, ?. ??????, ??. ???????, ?. 9/1",1,23
3397,45,58459758,1027739066739,3397,044583711,1/1/2016,"?? ""????"" (???)","119296, ?. ??????, ????????????? ????????, ?. 18",1,23
3398,45,58412523,1027700051390,3398,044583521,1/1/2016,"??? ""?????????????""","123001, ?. ??????, ????????? ????????, ?. 5, ???.1",1,23
3401,36,59327375,1026300001947,3401,043678783,1/1/2016,"?? ""???-????"" (???)","445054, ????????? ???., ?.????????, ??.????, 135",1,27
3403,45,,1027739028855,3403,044525466,1/1/2016,"??? ?? ""??????????""","107140, ?. ??????, ??. ??????? ??????????????, ??? 11 ?, ???????? 1",1,23
3407,45,,1027700045780,3407,044525185,1/1/2016,"""??? ?????? ????"" ??","125047, ?. ??????, ??. ??????, ?. 5",1,23
3408,45,58248093,1025000006459,3408,044583746,1/1/2016,"?? ""?????????""","111024, ?. ??????, ??. ????????????????, ?. 46 ""?""",1,31
3413,45,,1027600000251,3413,044599604,1/1/2016,"?? ""???"" (???)","119049, ?.??????, ????????? ?????., ?. 11, ???.3",1,27
3415,45,59012984,1027739312589,3415,044583782,1/1/2016,"??? ""???? ???""","115184, ?. ??????, ??. ????? ???????, ?. 35, ???. 1, ??????? 2",1,23
3416,45,59056622,1027739042143,3416,044583488,1/1/2016,"??? ""???????????""","127473, ?. ??????, 1-?? ?????????? ????????, ??? 13",1,23
3417,45,59055502,1027700047715,3417,044525517,1/1/2016,"?? ""????? ???"" (???)","115093, ?. ??????, ??. ?????, ?. 4, ???. 1",1,23
3420,45,59126802,1027744001438,3420-?,044583475,1/1/2016,"?? ??? ""??????? ???""","115093, ?. ??????, ????? ??????? ????????????, ??? 31, ?????? 14",1,23
3421,45,,1157700006650,3421,044525498,1/1/2016,"?? ???? ""???????????? ????????""","115093, ?. ??????, ????????? ???., ?. 1, ????.57, ???.2, 3",1,23
3422,45,59718514,1027744002989,3422,044583653,1/1/2016,"""???????????"" (??)","123056, ?. ??????, ????? ????????? ????????, ??? 23, ???. 1",1,31
3423,45,,1027744004617,3423,044525597,1/1/2016,"""????????? ????"" (???)","129090, ?. ??????, ?????????????? ????????, ??? 19, ???????? 10",1,29
3427,45,,1027744004903,3427-?,044525561,1/1/2016,"??? ""??????? ?????????? ????????"" (???)","117418, ?. ??????, ??. ??????????, ?.36",1,23
3430,40,,1027800015209,3430-?,044030304,1/1/2016,"??? ??? ??? ""??????????? ???""","192029, ?. ?????-?????????, ??. ????? ?????????,  ?. 11, ????? ?, ????????? 2?, ??????? 3",1,23
3431,45,,1027744007246,3431,044525320,1/1/2016,"?? ""??????-? ????""","119180, ?. ??????, ??. ??????? ???????, ?. 19, ???. 1",1,31
3433,45,14244869,1037711002284,3433,044525248,1/1/2016,"??? ?? ""???? ??????""","115280,  ?. ??????, ??. ?????????????, ?. 5",1,23
3434,45,14284024,1097711000122,3434,044525538,1/1/2016,"""???????"" (??)","127055, ??????, ?????????? ???., ?. 5, ???. 1",1,23
3436,45,70140300,1037711002339,3436,044583727,1/1/2016,"??? ""?????? ?????????? ????""","115280, ?. ??????, ??. ????????? ???????, ?. 19, ???????? 1",1,31
3437,45,70130365,1067711005185,3437,044583736,1/1/2016,???? ??? (??),"115114, ?. ??????, ??. ?????????????, ??? 14",1,27
3439,45,70171631,1037711005045,3439,044525188,1/1/2016,"?? ""??-????"" (???)","109544, ?. ??????, ????? ????????? ???, ??? 6, ????. 2",1,23
3441,45,70170324,1037711005804,3441,044599339,1/1/2016,"?? ""???"" (??)","107045, ?. ??????, ?????????? ???????, ?.7/1/8, ???.3",1,27
3443,45,17534421,1037711007773,3443,044583616,1/1/2016,"??? ?? ""?????? ??""","125124, ?.??????, 1-?? ??.??????? ????, ?.19, ???.1",1,23
3446,45,,1037711012998,3446,044525500,1/1/2016,"""???????????? ???? ????"" ???","109147, ?. ??????, ???????????? ??., ?. 16",1,23
3447,45,72047912,1107711000011,3447-?,044525276,1/1/2016,"???? ""???"" ??","121596, ?. ??????, ??. ?????????, ?. 2, ???. 204, ??. ?205",1,23
3450,45,72049182,1087711000046,3450,044525451,1/1/2016,"???? ""???? ??????"" (??)","125047, ?. ??????, ??. ??????, ?. 12, ???. 1",1,31
3452,45,77318103,1057711000820,3452,044525115,1/1/2016,"?? ""????????????"" (???)","107076, ?. ??????, ???. ??????????, ?. 2?, ???. 1",1,31
3454,45,,1057711003569,3454-?,044583934,1/1/2016,"??? ""????????"" (??)","105005, ?.??????, ???. ????????? ????????, ?. 15, ????. 22",1,23
3456,45,,1057711007023,3456,044525277,1/1/2016,"??? ""?????? ?????? ????""","125047, ?. ??????, 1-? ????????-?????? ??., ?. 21",1,23
3457,22,77816597,1055200015408,3457,042202720,1/1/2016,"?? ""????? ????""","603000, ?. ?????? ????????, ??. ??????? ????????, ?.117",1,27
3460,45,,1057711014800,3460,044525717,1/1/2016,"??? ""???????? ???????? ????""","119048, ?. ??????, ??. ???????, ?. 33, ???. 1",1,23
3461,36,93583023,1066300000260,3461,043601927,1/1/2016,"??? ""?????????""","443100, ?. ??????, ??????????? ?-?, ??. ????-???????/??. ????????????, ?.3/?.27",1,23
3463,45,,1067711001863,3463,044525733,1/1/2016,"??? ""? ?? ?? ????""","115054, ?. ??????, ?????????? ??., ?. 2, ???. 2, 11 ??.",1,23
3466,45,96537839,1067711004481,3466,044525734,1/1/2016,???? ??? (??),"125009, ?. ??????, ??????? ?????????? ???., ?. 13",1,23
3467,45,,1067711004437,3467,044525550,1/1/2016,"?? ?? ""????????""","127083, ?. ??????, ??. ??????? ????????, ?. 20, ???. 2",1,31
3468,40,98620556,1077800000167,3468,044030820,1/1/2016,?????-????????????? ???? ?????????? (??),"197101, ?. ?????-?????????, ??. ??????? ????????, ??? 16, ?????? 30, ????? ?",1,23
3470,45,80858748,1077711000058,3470,044525630,1/1/2016,"?? ""?????? ????""","109028, ?. ??????, ??????????????? ???., ??? 29",1,23
3472,19,,1073500001640,3472-?,041909708,1/1/2016,"??? ""????????????"" (???)","160000, ?. ???????, ??. ?????????, ?.49",1,23
3473,45,82472585,1077711000113,3473,044525159,1/1/2016,"""????????-???? ???? ???"" ???","125167, ?. ??????, ????????????? ????????, ?. 39 ?",1,23
3475,45,,1077711000157,3475,044525551,1/1/2016,???????? ???? (??),"109028, ?. ??????, ??????????????? ???., ?. 29",1,23
3476,45,84741167,1077711000179,3476,044525618,1/1/2016,"??? ""?????"" ???","115093, ?. ??????, ??. ?????, ?. 2",1,23
3479,45,84074239,1077711000190,3479,044525163,1/1/2016,"??? ""??? ????""","121099, ?. ??????, ????????? ???????, ??? 8",1,23
3480,45,84844298,1077711000201,3480,044525878,1/1/2016,"??? ""???? ???-??????""","123100, ?. ??????, ?????? ??????????, ?. 3, ???????? 3",1,23
3481,45,86555411,1087711000024,3481,044525339,1/1/2016,"??? ""???? ??? ?????? ???""","101000, ?. ??????, ???????????? ???????, ?. 17, ???. 1",1,23
3482,45,,1085000001998,3482,044583770,1/1/2016,"""??? ????"" ???","125212, ?. ??????, ????????????? ?????, ??? 39?, ???????? 1",1,23
3483,04,,1082400001078,3483-?,040407686,1/1/2016,??? ???????????? ??????? ????????? ????? ???,"660017, ?. ??????????, ??. ???????, ?. 3, ???? 333",1,31
3484,45,,1085000003582,3484,044583421,1/1/2016,"?? ""???"" (???)","105005, ?. ??????, ????? ??????????, ??? 21",1,23
3486,45,,1087711000079,3486-?,044583555,1/1/2016,"??? ""??????"" (???)","115201, ?. ??????, ??. ????????????, ?. 3, ???. 1",1,23
3490,45,,1087711000112,3490,044525340,1/1/2016,"??? ""??????? ???? ????""","125047, ?. ??????, ??. ??????, ?. 6",1,23
3492,45,,1087711000134,3492,044599115,1/1/2016,"?? ""????? ?????"" (???)","109028, ?. ??????, ??. ????????? ????, ?. 5",1,27
3494,45,,1097711000045,3494,044525470,1/1/2016,"?? ""????? ????""","123317, ?. ??????, ??????????? ??????????, ?. 10",1,23
3495,03,,1092300001310,3495,040349830,1/1/2016,"?? ""??? ????""","350080, ?. ?????????, ??. ?????????, 95",1,27
3499,45,,1097711000111,3499,044525834,1/1/2016,"???????????? ???? ""???"" (???)","121099, ?. ??????, ?????? ????????, ?. 3, ???. 1",1,27
3500,45,66957372,1107711000044,3500,044525619,1/1/2016,"??? ""??????????? ???? ???""","117485, ?. ??????, ??. ????????, ?. 30/1, ???. 1",1,31
3502,45,91199668,1113600000580,3502-?,044583388,1/1/2016,"?? ???? ""??""","115419, ?. ??????, ??. ????????????, ?.5, ????. 2",1,31
3504,40,,1117800013286,3504,044030894,1/1/2016,"?? ""???-????""","191015, ?. ?????-?????????, ????????????? ??????????, ?. 4, ???. ?., ???. 41?. ? ???.94?.",1,27
3505,41,,1124700000160,3505,044106888,1/1/2016,"??? ""???? ??????""","187015, ????????????? ???????, ?????????? ?????, ?.?. ??????? ???, ??. ????????????, ?. 3, ???.II",1,23
3506,52,37596269,1125000001257,3506,045209875,1/1/2016,"""?????? ???????????? ????"" (???)","644043, ?.????, ??.??????, ?.1, ????.4",1,23
3507,19,,1123500000216,3507,041909707,1/1/2016,"""??????????????"" ??","160009, ?. ???????, ??. ????????, ?.52.",1,23
3508,88,,1121200000316,3508-?,048860734,1/1/2016,"??? ""??????.??"" (???)","424000, ?. ??????-???, ??. ??????, ?. 2, ???????? ""?""",3,184
3509,45,,1127711000020,3509-?,044525313,1/1/2016,"??? ""???"" (???)","117393, ?. ??????, ??. ???????????, ??? 56 (???? 11)",2,65
3510,45,,1127711000031,3510-?,044525444,1/1/2016,"??? ??? ""??????.??????""","119021, ?. ??????, ??. ?????? ??????, ?. 11, ???. 44",1,31
3511,45,,1127711000042,3511-?,044583701,1/1/2016,"??? ??? ""??????.????.??""","125167, ?. ??????, ????????????? ????????, ?. 39, ???. 79",3,132
3512,45,,1127711000053,3512-?,044525706,1/1/2016,"??? ??? ""?????? ?????""","121596, ?. ??????, ??. ?????????, ?. 2, ???. 204",2,65
3514,45,,1137711000019,3514-?,044599200,1/1/2016,"??? ""???????"" (???)","107023, ?. ??????, ??????? ???., ?. 14, ???. 8",3,131
3515,45,,1137711000030,3515,044525777,1/1/2016,"??? ""????? ?????????? ????""","101000, ?. ??????, ??. ?????????, ?. 11/1, ???. 1",1,23
3516,45,,1137711000020,3516,044525127,1/1/2016,"??? ""???? ????""","129090, ?. ??????, ??????????? ????????, ??? 14 (3 ????)",1,23
3517,45,,1137711000041,3517-?,044525303,1/1/2016,"??? ??? ""?????? ??""","125047, ?. ??????, ??. ????????? ???, ?. 10",2,65
3519,46,,1135000001652,3519,044525766,1/1/2016,"??? ""????? ????""","141400, ?????????? ???????, ?. ?????, ??. ?????????????, ???????? 39, ???. 6, ??????-???? ""?????""",1,31
3524,45,,1147711000018,3524-?,044583722,1/1/2016,"??? ??? ""???""","127055, ?. ??????, ??. ?????????, ??? 14",1,23
3525,45,,1147711000030,3525,044525808,1/1/2016,"??? ""??? ???? ???""","123317, ?. ??????, ??. ??????????, ?.10",1,23
3529,45,,1147711000051,3529,044525673,1/1/2016,"??? ""????????????????""","125047, ?. ??????, ??. ??????, ?. 5",1,27
