2654;"КБ ""Унифин"" АО"
933;"ПАО ""Торжокуниверсалбанк"""
2696;"АКБ ""ИНКАРОБАНК"" (ЗАО)"
212;Прио-Внешторгбанк (ПАО)
637;"КБ ""ИНВЕСТИЦИОННЫЙ СОЮЗ"" (ООО)"
1635;"АО ""Тагилбанк"""
1671;"ООО КБ ""Нэклис-Банк"""
2944;"АКБ ""НЗБанк""
702;"ПАО ""НИКО-БАНК"""
1399;"ООО банк ""Элита"""
2312;"АКБ ""РОССИЙСКИЙ КАПИТАЛ"" (ПАО)"
3047;"КБ ""Интеркредит"" (АО)"
55;"ПАО МАБ ""Темпбанк"""
2939;"""Мой Банк"" (ООО)"
970;"ООО КБ ""Конфидэнс Банк"""
1136;"АО ""МАЙКОПБАНК"""
567;"АО ""Банк Акцепт"""
3473;"""Мерседес-Бенц Банк Рус"" ООО"
880;"ПАО БАНК ""ЮГРА"""
2401;"ОАО Банк ""Народный кредит"""
2919;"АО АКБ ""ГАЗСТРОЙБАНК"""
3480;"ООО ""Банк БЦК-Москва"""
3334;"АКБ ""БАНК ХАКАСИИ"" (ОАО)"
1957;"ПАО ""БИНБАНК Смоленск"""
2655;ООО ПИР Банк
570;"ОАО ""АНДЖИБАНК"""
532;"ОАО ""Мобилбанк"""
2898;"КБ ""Кубанский универсальный банк"" (ООО)"
2913;"""НОТА-Банк"" (ПАО)"
606;"КБ ""Гагаринский"" (АО)"
197;"ОАО ""МБСП"""
2614;"КБ ""Техноком"" (ЗАО)"
3446;"""Коммерческий Индо Банк"" ООО"
1705;Ростпромстройбанк (ОАО)
1000;Банк ВТБ (ПАО)
3338;"АО ""КБ ДельтаКредит"""
2758;"Банк ""Прайм Финанс"" (АО)"
3161;"ПАО ""Банк ""Екатеринбург"""
2884;"АО КБ ""Синергия"""
1966;"ПАО ""НБД-Банк"""
2407;"ООО КБ ""МВС Банк"""
2649;"ООО КБ ""ПРЕОДОЛЕНИЕ"""
1961;Связной Банк (АО)
3204;"КБ ""РОСПРОМБАНК"" (ООО)"
2433;"АКБ ""ПРОМИНВЕСТБАНК"" (ПАО)"
992;"АО ""Вологдабанк"""
600;Банк ИПБ (АО)
3294;НКО ЗАО НРД
5;"Банк ""Кредит-Москва"" (ПАО)"
2802;"Банк ""Йошкар-Ола"" (ПАО)"
2782;"ПАО АКБ ""РБР"""
254;"АО КБ ""Хлынов"""
2766;"АО ""ОТП Банк"""
208;"Банк ""СИБЭС"" (АО)"
3306;НКО АО ПРЦ
170;"АО ""РН Банк"""
779;"ООО ""РУСБС"""
456;"АКБ ""Крыловский"" (ОАО)"
826;"ООО ""КБ ""Тальменка-банк"""
2209;"ПАО Банк ""ФК Открытие"""
1342;"ООО КБ ""ВББ"""
3423;"""Миллениум Банк"" (ЗАО)"
3105;"ООО КБ ""АУЭРБАНК"""
2304;"Банк ""Таврический"" (ОАО)"
1637;"""СДМ-Банк"" (ПАО)"
2645;"АО АИКБ ""Енисейский объединенный банк"""
3209;"АО МКБ ""ДОМ-БАНК"""
3206;"""Соверен Банк"" (АО)"
1950;"ОАО КБ ""Эллипс банк"""
2684;"ООО ""Банк БКФ"""
3318;"НКО РКЦ ""БИТ"" (АО)"
1909;"ООО КБ ""РИнгкомбанк"""
2771;"КБ ""ЮНИАСТРУМ БАНК"" (ООО)"
3380;"КБ ""Тульский Расчетный Центр"" (АО)"
2749;"ООО РНКО ""РИБ"""
1781;"АО КИБ ""ЕВРОАЛЬЯНС"""
817;"АКБ ""Заречье"" (ОАО)"
2842;"КБ ""РТБК"" (ООО)"
155;"ООО КБСИ ""Стройиндбанк"""
2166;"КБ ""Информпрогресс"" (ООО)"
2584;"Банк ""КУБ"" (АО)"
1478;"ООО КБ ""Лэнд-Банк"""
3494;"АО ""СМБСР Банк"""
84;"ОАО ""Далькомбанк"""
903;"ЗАО ""Владбизнесбанк"""
2158;"АКБ ""БАСМАННЫЙ"" (ЗАО)"
404;"ООО КБ ""СТРОМКОМБАНК"""
2518;"КБ ""Кубань Кредит"" ООО"
1663;"ПАО ""Банк Премьер Кредит"""
2119;"ЗАО АКБ ""Алеф-Банк"""
804;"(ЗАО ""НКБ ""СЛАВЯНБАНК"")"
2859;"КБ ""НЕФТЯНОЙ АЛЬЯНС"" (ПАО)"
3510;"ООО НКО ""Яндекс.Деньги"""
3187;"КБ ""ЕДИНСТВЕННЫЙ"" (ООО)"
2932;"КБ ""НМБ"" ООО"
1132;"ПАО ""Социнвестбанк"""
3138;"АО ""Банк ЖилФинанс"""
2027;"КБ ""Геобанк"" (ООО)"
3521;"НКО ""ЮТИКПЭЙ"" (ООО)"
1052;"""МТИ-Банк"" (АО)"
2866;"КБ ""МГБ"" ООО"
2436;"""Мой Банк. Ипотека"" (ОАО)"
153;"АО ""Уралприватбанк"""
1093;"ПАО Банк ""ВВБ"""
1025;"ООО КБ ""Эл банк"""
3269;"ОАО ""БАНК ОРЕНБУРГ"""
3523;"ООО НКО ""МОБИ.Деньги"""
3197;"МКБ ""ОДИНБАНК"" (ООО)"
1016;"""Объединенный банк Республики"" (ООО)"
2307;Банк СОЮЗ (АО)
1557;"ОАО ""ВУЗ-банк"""
2849;"АКБ ""КРОССИНВЕСТБАНК"" (ОАО)"
3115;"КБ ""Анталбанк"" ООО"
843;"ПАО ""Дальневосточный банк"""
2647;АО Банк Инноваций и Развития
2914;"ООО КБ ""АРЕСБАНК"""
1521;"АКИБ ""ОБРАЗОВАНИЕ"" (АО)"
1640;"ОАО МКБ ""Замоскворецкий"""
385;"ОАО ""СИБНЕФТЕБАНК"""
3013;"АО Банк ""Развитие-Столица"""
1470;"ПАО АКБ ""Связь-Банк"""
1165;"ОАО ""Кредпромбанк"""
646;"АКБ ""Ижкомбанк"" (ПАО)"
2883;"""БСТ-БАНК"" АО"
3396;"АО ""МБ Банк"""
1203;"ОАО ""Международный торгово-промышленный банк"""
3415;"ООО ""Банк РСИ"""
1917;"АО ""Булгар банк"""
142;"АО ""ДАЛТА-БАНК"""
2455;Дрезднер Банк ЗАО
2803;"АКБ ""ИНТЕРКООПБАНК"" (ПАО)"
2462;"АКБ  ""Онлайн Банк"" (ЗАО)"
324;"ОАО ""БАНК РОССИЙСКИЙ КРЕДИТ"""
3049;"АКБ ""ДАЛЕТБАНК"" (АО)"
1679;"ООО КБ ""ДОРИС БАНК"""
828;"ОАО ""ЯРСОЦБАНК"""
3223;"ОАО ""Газнефтьбанк"""
2425;"ЗАСКБ ""НАДЕЖНОСТЬ"" ОАО"
2228;"ЗАО АКБ ""Констанс-Банк"""
3451;"НКО ""ОРП"" (ООО)"
2490;"АО ""ГЕНБАНК"""
2546;"АО АКБ ""НОВИКОМБАНК"""
2917;"КБ ""СОЦЭКОНОМБАНК"" ООО"
1955;"ООО ""Витас Банк"""
3422;"""НАЦКОРПБАНК"" (АО)"
2267;"ОАО АКБ ""ЭЛЬБИН"""
2768;"АКБ ""СВА"" (АО)"
1073;БАНК РСБ 24 (АО)
2568;"БАНК ""КУРГАН"" ПАО"
1312;"АО Банк ""ТКПБ"""
889;"""АНКОР БАНК"" (АО)"
3509;"НКО ""ЭПС"" (ООО)"
2598;"ОАО Банк ""Западный"""
3388;"АО ""Банк Финсервис"""
1902;"ЗАО КБ ""Наратбанк"""
1555;"Банк ""Солидарность"" АО"
1675;"АКБ ""Радиан"" (ОАО)"
1460;"ПАО КБ ""Восточный"""
1943;"ОАО Банк ""ПСБ"""
3104;"ООО КБ ""ФИНТРАСТБАНК"""
2302;"КБ ""Совинком"" ООО"
481;"ООО КБ ""РостФинанс"""
3251;"ПАО ""Промсвязьбанк"""
735;"ПАО ""Курскпромбанк"""
965;"АО ""ПЕРВОУРАЛЬСКБАНК"""
2443;"ПАО ""МЕТКОМБАНК"""
52;"ПАО ""Энергомашбанк"""
3119;"ОАО ""Уралфинпромбанк"""
1717;Банкхаус Эрбе (ЗАО)
3207;"АО ""РУНА-БАНК"""
233;"АБ ""Регион"" (ОАО)"
1827;"ОАО КБ ""СОЦГОРБАНК"""
2756;"ЗАО АКБ ""Тексбанк"""
1293;"БАНК ""НЕЙВА"" ООО"
1736;"ООО КБ ""Жилкредит"""
3332;"АО НКО ""Сетевая Расчетная Палата"""
3068;"КБ ""БФГ-Кредит"" (ООО)"
2972;"БАНК ""СОФРИНО"" (ЗАО)"
103;"ООО ""РКБ"""
3503;"ООО ""Джаст Банк"""
3325;ЗАО НКО МРЦ
2547;"ОАО АКБ ""Капиталбанк"""
2799;"АО ""Банк ФИНАМ"""
2295;"ЗАО ""БСЖВ"""
524;"АО Банк ""Венец"""
2746;"АКБ ""КОДЕКС"" (ОАО)"
715;"КБ ""НАФТАБАНК"" ООО"
323;"ПАО ""МДМ Банк"""
1118;"ПАО ""О.К. Банк"""
2900;"ООО ""Земский банк"""
1307;"КБ ""ЭНЕРГОТРАНСБАНК"" (ОАО)"
2897;"ООО КБ ""Евроазиатский Инвестиционный Банк"""
2050;"АО БАНК ""РСКБ"""
1002;"ОАО Комсоцбанк ""Бумеранг"""
937;"АО ""ОРБАНК"""
650;"ПАО ""Лето Банк"""
3346;"ОАО НКО ""Городской расчетный центр"""
1616;"ЗАО ИКБ ""ЕВРОПЕЙСКИЙ"""
2523;"ОАО ""УРАЛЬСКИЙ ТРАСТОВЫЙ БАНК"""
3314;"АО НКО ""МОСКЛИРИНГЦЕНТР"""
2309;"АКБ ""БЭНК ОФ ЧАЙНА"" (АО)"
2664;"АКБ ""СЛАВИЯ"" (АО)"
2742;"""МИ-БАНК"" (ОАО)"
3354;"КБ ""Ренессанс Кредит"" (ООО)"
2957;"Банк ""Еврокредит"" (ООО)"
1121;"Банк ""Смолевич"" (ПАО)"
1222;ВЛБАНК (ОАО)
1459;"ООО КБ ""Агросоюз"""
2495;ИНГ БАНК (ЕВРАЗИЯ) АО
1288;ПАО Ставропольпромстройбанк
1046;"ООО КБ ""Гефест"""
2921;"ОАО ""Орелсоцбанк"""
1788;"АО АКИБ ""Почтобанк"""
2402;"АО АКБ ""ЕВРОФИНАНС МОСНАРБАНК"""
1053;"КБ ""Финансовый стандарт"" (ООО)"
1920;"АКБ ""Ланта-Банк"" (АО)"
2270;"ПАО ""ОФК Банк"""
2073;"ОАО БАНК ""МБФИ"""
2491;"ООО КБ ""Алжан"""
354;Банк ГПБ (АО)
3287;"Банк ""ВБРР"" (АО)"
2964;"АО ""УРАЛПРОМБАНК"""
1704;"ООО КБ ""Взаимодействие"""
3136;"ПАО ""Таганрогбанк"""
1720;"ПАО ""Томскпромстройбанк"""
1765;АО ЕАТПБанк
3036;"""АМБ Банк"" (ПАО)"
383;"АКБ ""СЛАВЯНСКИЙ БАНК"" (ЗАО)"
2330;"""Конгресс-Банк"" ОАО"
518;"Банк ""Первомайский"" (ПАО)"
3256;"ООО КБ ""МИЛБАНК"""
3279;"Банк ""ТРАСТ"" (ПАО)"
2337;"АО ""Зернобанк"""
2611;"АО Банк ""Объединенный капитал"""
272;"АКБ ""ИРС"" (АО)"
467;"ООО КБ ""Новопокровский"""
842;"ООО КБ ""Кетовский"""
3175;"АО КБ ""ИС Банк"""
1037;"ООО РНКО ""Майма"""
2090;"ОАО АКЗБ ""ДЕРБЕНТ-КРЕДИТ"""
3237;"КБ ""Первый Экспресс"" (ОАО)"
3116;"ООО КБ ""ЭКО-ИНВЕСТ"""
3483;НКО Красноярский Краевой Расчетный Центр ООО
3050;ЗАО СтройКомБанк
3247;"ПАО БАНК ""МОСКВА-СИТИ"""
2360;"КБ ""НАЦПРОМБАНК"" (ЗАО)"
3519;"ООО ""Икано Банк"""
3373;"""РЕГНУМ БАНК"" (ООО)"
790;"ПАО ""Геленджик-Банк"""
2829;"АО ""РУНЭТБАНК"""
2468;"АКБ ""Мосуралбанк"" (АО)"
1139;"АКБ ""Русский Трастовый Банк"" (АО)"
1991;"ООО ""ЭСИДБАНК"""
3340;"АО ""МСП Банк"""
1618;"АО ""Интеррасчет"" РНКО"
793;"ООО КБ ""КРЕДО ФИНАНС"""
1284;Банк СБРР (ООО)
3177;"ООО КБ ""Лайтбанк"""
2035;"ПАО АКБ ""РФА"""
2390;"Банк ""ИТУРУП"" (ООО)"
3257;"МКИБ ""РОССИТА-БАНК"" ООО"
3460;"ООО ""Америкэн Экспресс Банк"""
3030;"КБ ""Холдинг-Кредит"" ООО"
2652;"ООО ""ПК-Банк"""
1189;"ПАО ""Плюс Банк"""
3329;"ООО Банк ""СКИБ"""
1860;"ООО ""НКО ""Паритет"""
2863;"ОАО КБ ""МВКБ"""
1697;ОКЕАН БАНК (АО)
2551;"АО Банк ""ПСКБ"""
2085;"ООО КБ ""Тайдон"""
720;"ПАО ""Выборг-банк"""
2741;"КБ ""Траст Капитал Банк"" АО"
588;"ЗАО ""СНГБ"""
3476;"АКБ ""Терра"" ЗАО"
1829;"ООО ""Инбанк"""
2650;"АКБ ""Ноосфера"" (АО)"
18;"ОАО КБ ""Стройкредит"""
232;АО Банк ЗЕНИТ Сочи
3472;"НКО ""КредитАльянс"" (ООО)"
2780;"ООО КБ ""ТРАСТОВЫЙ БАНК"""
121;"АО АКБ ""ЦентроКредит"""
2562;"ПАО ""БИНБАНК"""
2232;"АКБ ""Адам Интернэшнл"" ОАО."
2881;"""СОЦИУМ-БАНК"" (ООО)"
2554;"ООО КБ ""Камский горизонт"""
2607;"АО ""Кросна-Банк"""
3214;"АКБ ""НБВК"" (АО)"
3277;"ЗАО ""Республиканский банк"""
574;"ООО ""ЗЕМКОМБАНК"""
917;"ЗАО ""ТЮМЕНЬАГРОПРОМБАНК"""
3120;"ПАО ""Тайм Банк"""
3316;"ЗАО ""Современный Коммерческий Банк"""
3099;"АО ""РФК-банк"""
77;МОРСКОЙ БАНК (ОАО)
2098;"АИБ ""Имбанк"" (ОАО)"
1617;"ООО КБ ""Донинвест"""
3016;"АО ""Нордеа Банк"""
2324;"Банк ""Клиентский"" (АО)"
3492;"КБ ""НОВОЕ ВРЕМЯ"" (ООО)"
3502;"АО РНКО ""ФБ"""
2590;"ПАО ""АК БАРС"" БАНК"
3319;"РНКО ""ФРЦ"" АО"
2983;Центркомбанк ООО
2539;"ООО ""Сиббизнесбанк"""
2543;КБ МКБ (ООО)
138;"АО ""Рускобанк"""
1794;"ОАО ""Липецкоблбанк"""
2769;"ОАО КБ ""Жилстройбанк"""
2548;"АО ""МЕТРОБАНК"""
3278;"Банк ""ЦЕРИХ"" (ЗАО)"
3341;"ООО НКО ""Мурманский расчетный центр"""
3053;"АО ""Гранд Инвест Банк"""
1134;"""РеКорБанк"" (ООО)"
2472;"АКБ ""БНКВ"" (АО)"
3326;ЗАО УРП
3511;"ООО НКО ""Деньги.Мэйл.Ру"""
634;ПВ-Банк (ЗАО)
2428;"ООО ""ВСБ"""
3418;"КБ ""ВЕБРР"" (ООО)"
3117;"АКБ ""Легион"" (АО)"
3339;"АО ""Си Ди Би БАНК"""
2574;Банк РМП (ПАО)
2529;"АКБ ""АКТИВ БАНК"" (ПАО)"
1676;"ООО ""ЕВРАЗБАНК"""
3062;КБ СССБ (ООО)
2136;"КБ ""Экономикс-Банк"" (ООО)"
2922;"ООО КБ ""ПрестижКредитБанк"""
3395;"""Банк ""МБА-МОСКВА"" ООО"
107;"АКБ ""Инвестбанк"" (ОАО)"
2843;"КБ ""КИП-БАНК"" (ООО)"
3436;"ООО ""Первый Клиентский Банк"""
3190;"КБ ""Кутузовский"" ООО"
3283;"ОАО ""НБК-Банк"""
3447;"РНКО ""ИРЦ"" АО"
2275;"ПАО ""БАНК УРАЛСИБ"""
2772;"ОАО ""ЮГ-Инвестбанк"""
969;"ПАО ""Евразийский банк"""
665;"ООО КБ ""ГТ банк"""
1946;ПАО АГРОИНКОМБАНК
2519;"ООО ""УралКапиталБанк"""
1115;"ООО ""Костромаселькомбанк"""
3309;"НКО ""21 ВЕК"" (ООО)"
3236;"ООО КБ ""СОЮЗНЫЙ"""
3085;"АО АКБ ""ЭКСПРЕСС-ВОЛГА"""
1280;"АКБ ""ЧУВАШКРЕДИТПРОМБАНК"" ПАО"
1050;"ООО ""Осколбанк"""
589;"ЗАО ""Вэлкомбанк"""
2271;"АКБ ""Кранбанк"" (ЗАО)"
1988;"АКБ ""ЭНО"" (ПАО)"
85;"ПАО КБ ""САММИТ БАНК"""
2403;"Банк ""ГПБ-Ипотека"" (АО)"
3128;БАНК ИТБ (АО)
3470;"АО ""Тойота Банк"""
2559;"""ЗЕРБАНК (МОСКВА)"" (АО)"
1276;"АО ""БИНБАНК Мурманск"""
2274;"ООО КБ ""Ноябрьскнефтекомбанк"""
3441;"КБ ""БРТ"" (АО)"
3400;"РНКО ""ЦМР"" (ООО)"
3192;"ООО ""МГМБ"""
3123;"КБ ""РМБ"" ЗАО"
3475;АйСиБиСи Банк (АО)
3367;"ООО КБ ""РБС"""
2984;"ОАО КБ ""Донбанк"""
3124;"АО ""НС Банк"""
1614;"АО ""Заубер Банк"""
1003;"ООО ""ЛЕНОБЛБАНК"""
2699;"АКБ ""ЛИНК-банк"" (ОАО)"
3463;"ООО ""Ю Би Эс Банк"""
3229;"АКБ ""Бенифит-банк"" (ЗАО)"
3262;"ООО РИКБ ""Ринвестбанк"""
3450;"Банк ""РЕСО Кредит"" (АО)"
459;"ОАО ""Губернский банк ""Тарханы"""
695;"Банк ""Нальчик"" ООО"
478;"АО ""Кубаньторгбанк"""
493;"ПАО ""ЧЕЛЯБИНВЕСТБАНК"""
2605;"ООО ""РНКО ""ВЕСТ"""
347;"ООО ""НОВЫЙ КОММЕРЧЕСКИЙ БАНК"""
2377;"АО ""ИнвестКапиталБанк"""
3235;"ПАО ""СЭБ Банк"""
1250;"ОАО ""ТСБ"""
3364;"КБ ""КБР БАНК"" (ООО)"
2469;"Банк ""Навигатор"" (ОАО)"
3500;"ООО ""Фольксваген Банк РУС"""
2673;"АО ""Тинькофф Банк"""
2851;К2 Банк (АО)
2576;"КБ ""Гарант-Инвест"" (АО)"
2602;"АКБ ""Алмазэргиэнбанк"" АО"
680;"ООО КБ ""Аксонбанк"""
2860;"ЗАО ""Банк ""Агророс"""
2747;"""РГТ-Банк"" (ЗАО)"
1851;"ЗАО ""Нижегородпромстройбанк"""
533;"АО КБ ""Флора-Москва"""
2093;"ПАО КБ ""РусЮгбанк"""
3242;"НКО ""МКС"" (ООО)"
967;"ПАО АКБ ""Балтика"""
2712;"АО ""ТУСАРБАНК"""
3379;"КБ ""Максима"" (ООО)"
2704;"КБ ""Международный Банк Развития"" (АО)"
3375;"КБ ""Охотный ряд"" (ООО)"
436;"ПАО ""Банк ""Санкт-Петербург"""
3385;"КБ ""КРК"" (ОАО)"
708;"ООО КБЭР ""Банк Казани"""
2960;"ООО КБ ""Славянский кредит"""
1019;"ОАО ""ПотенциалБанк"""
3271;"ЗАО ""Первый Дортрансбанк"""
492;"ПАО ""Донкомбанк"""
912;"ПАО ""МИнБанк"""
2877;"ООО КБ ""Металлург"""
554;"ОАО КБ ""Солидарность"""
931;"ПАО ""НВКбанк"""
608;"АБ ""АСПЕКТ"" (АО)"
3135;"ОАО БАНК ""ПРИОРИТЕТ"""
1291;"ПАО КБ ""ВАКОБАНК"""
2306;"АКБ ""Абсолют Банк"" (ПАО)"
3529;"ООО ""Чайнасельхозбанк"""
3368;"АО ""СМП Банк"""
3419;"ООО НКО ""Вологда-Кредит"""
3061;Джей энд Ти Банк (АО)
2992;"КБ ""БМБ"" (ООО)"
545;"ПАО ""Камчаткомагропромбанк"""
1035;"ОАО ККБ ""КРЕДИТБАНК"""
865;"НКО ""Ассигнация"" ООО"
1777;"ПАО КБ ""ЕВРОКОММЕРЦ"""
3292;"АО ""Райффайзенбанк"""
3037;ООО КБЦА
902;"ПАО ""Норвик Банк"""
3439;"КБ ""ДС-Банк"" (ООО)"
2053;"ПАО ""Спиритбанк"""
2244;"АО ""Мираф-Банк"""
3291;"""ООО ПЧРБ"""
2995;"КБ ""СТРОЙЛЕСБАНК"" (ООО)"
594;"ОАО ""ЕВРОСИБ БАНК"""
854;"АБ ""Алданзолотобанк"" АО"
2929;ББР Банк (АО)
2211;"КБ ""РЭБ"" (АО)"
1973;"ООО ""АвтоКредитБанк"""
1701;"ПАО ""БИНБАНК Сургут"""
2961;"ОАО КБ ""Михайловский ПЖСБ"""
1059;"КБ ""МРБ"" (ООО)"""
3323;"НКО ЗАО ""МИГОМ"""
3495;"АО ""ЮМК банк"""
3524;"ООО НКО ""УЭК"""
3077;"""Нацинвестпромбанк"" (АО)"
3365;"КБ ""Москоммерцбанк"" (АО)"
2755;"АО ""НК Банк"""
3154;"АКБ ""АЗИМУТ"" (ОАО)"
3335;"НКО ""Расчетная палата РТС"" (ЗАО)"
3238;"КБ ""Трансинвестбанк"" (ООО)"
3176;"ПАО ""БАЛТИНВЕСТБАНК"""
709;"ОАО Банк ""Пурпе"""
3330;"АО ""Денизбанк Москва"""
2846;"КБ ""СИСТЕМА"" ООО"
3401;"КБ ""РТС-Банк"" (ЗАО)"
2726;"ООО ""НКО ""Вестерн Юнион ДП Восток"""
840;"ПАО АКБ ""Новация"""
3293;"""Русьуниверсалбанк"" (ООО)"
1816;"ОАО ""Белгородпромстройбанк"""
3489;"ОАО НДКО ""МЦМ"""
3038;"ПАО ""Банк БФА"""
3344;"КБ ""МИА"" (АО)"
546;"ОАО ""Принтбанк"""
2938;"""ФИНАРС Банк"" (АО)"
3482;"""БМВ Банк"" ООО"
2659;"ООО КБ ""Алтайкапиталбанк"""
2990;"КБ ""Байкалкредобанк"" (ПАО)"
3015;"ООО ""ЮРБ"""
2956;"ПАО ""Межтопэнергобанк"""
685;"ПАО КБ ""РусьРегионБанк"""
1680;Креди Агриколь КИБ АО
2705;"ПАО ""ИнтехБанк"""
2789;АО МС Банк Рус
3273;"(ЗАО ""ЕвроАксис Банк"")"
1414;ПАО М2М Прайвет Банк
3459;"ООО КБ ""Еврокапитал-Альянс"""
752;"ПАО КБ ""МПСБ"""
2670;"ООО КБ ""Центрально-Европейский Банк"""
749;"Кизилюртовская РНКО ""Сулак"" ООО"
3435;"ООО КБ ""ИКФ"""
3180;"АО БАНК ""ТГБ"""
2627;"ЗАО АКИБ ""ЦЕРИХ"""
3359;"ООО КБ ""НР Банк"""
2347;"ООО КБ ""ПЛАТИНА"""
2676;"""НКО ""Транштрейд"" ООО"""
1326;"АО ""АЛЬФА-БАНК"""
3231;"ООО КБ ""РЭБ"""
2786;ОАО Новосибирский муниципальный банк
784;"АКБ ""Проинвестбанк"" (ПАО)"
2923;"ОАО Банк ""СОДРУЖЕСТВО"""
3351;"АО ""РФИ БАНК"""
2055;Айви Банк (АО)
575;"АО АБ ""Капитал"""
2542;"АО ""ФИА-БАНК"""
1239;"НКО ""Зеленокумская"" АО"
3266;"АО КБ ""ИНТЕРПРОМБАНК"""
2480;"ОАО Банк ""Аскольд"""
3095;"КБ ""Рента-Банк"" ОАО"
2074;"""Объединенный национальный банк"" (ООО)"
1975;"ООО КБ ""АйМаниБанк"""
3002;"ООО КБ ""Пульс Столицы"""
2587;"ПАО ""АКИБАНК"""
2245;"АО КБ ""КОСМОС"""
3252;"ОАО ""Газэнергобанк"""
2734;"ООО КБ ""ОПМ-Банк"""
2404;"АКБ ""АПАБАНК"" (ЗАО)"
1573;"ПАО ""РосДорБанк"""
2269;"КБ ""Альта-Банк"" (ЗАО)"
3058;"ПАО ""Татфондбанк"""
870;"ООО ""Владпромбанк"""
101;"АО ""БКС Банк"""
256;"АО ""ГУТА-БАНК"""
2447;(ОАО Удмуртинвестстройбанк)
705;"ОАО ""СКБ-банк"""
96;"АО ""Кемсоцинбанк"""
2037;"КБ ""Кредитимпэкс Банк"" (ООО)"
356;"ПАО ""Витабанк"""
2023;"КБ ""Сунжа"" ООО"
3461;"ПАО ""Первобанк"""
1376;"Банк ""Снежинский"" ПАО"
